atom_site_type_symbol,atom_site_fract_x,atom_site_fract_y,atom_site_fract_z
"['Na', 'Na', 'B', 'B', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","['0.34760300', '0.65239700', '0.84253200', '0.15746800', '0.70985100', '0.29014900', '0.70985100', '0.29014900', '0.86058600', '0.13941400', '0.19247900', '0.80752100']","['0.34760300', '0.65239700', '0.84253200', '0.15746800', '0.70985100', '0.29014900', '0.70985100', '0.29014900', '0.19247900', '0.80752100', '0.86058600', '0.13941400']","['0.25000000', '0.75000000', '0.25000000', '0.75000000', '0.41588600', '0.91588600', '0.08411400', '0.58411400', '0.75000000', '0.25000000', '0.75000000', '0.25000000']"
"['Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Ge', 'Ge', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.49343700', '0.99343700', '0.50656300', '0.00656300', '0.56384200', '0.06384200', '0.43615800', '0.93615800', '0.23316600', '0.73316600', '0.76683400', '0.26683400', '0.76683400', '0.26683400', '0.23316600', '0.73316600', '0.72984700', '0.22984700', '0.27015300', '0.77015300', '0.21107600', '0.71107600', '0.78892400', '0.28892400']","['0.00000000', '0.00000000', '0.50000000', '0.50000000', '0.75000000', '0.25000000', '0.25000000', '0.75000000', '0.75000000', '0.25000000', '0.25000000', '0.75000000', '0.47864200', '0.52135800', '0.97864200', '0.02135800', '0.52135800', '0.47864200', '0.02135800', '0.97864200', '0.75000000', '0.25000000', '0.25000000', '0.75000000', '0.75000000', '0.25000000', '0.25000000', '0.75000000']","['0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.77609400', '0.72390600', '0.22390600', '0.27609400', '0.09432400', '0.40567600', '0.90567600', '0.59432400', '0.33562100', '0.16437900', '0.66437900', '0.83562100', '0.66437900', '0.83562100', '0.33562100', '0.16437900', '0.94012400', '0.55987600', '0.05987600', '0.44012400', '0.09209600', '0.40790400', '0.90790400', '0.59209600']"
"['Mg', 'Mg', 'Mg', 'Mg', 'Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.51461900', '0.01461900', '0.98538100', '0.48538100', '0.50000000', '0.00000000', '0.00000000', '0.50000000', '0.19658600', '0.69658600', '0.30341400', '0.80341400', '0.80341400', '0.30341400', '0.69658600', '0.19658600', '0.10324200', '0.60324200', '0.39675800', '0.89675800']","['0.55606800', '0.94393200', '0.05606800', '0.44393200', '0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.20175100', '0.29824900', '0.70175100', '0.79824900', '0.79824900', '0.70175100', '0.29824900', '0.20175100', '0.46540600', '0.03459400', '0.96540600', '0.53459400']","['0.25000000', '0.75000000', '0.25000000', '0.75000000', '0.50000000', '0.50000000', '0.00000000', '0.00000000', '0.94662200', '0.05337800', '0.55337800', '0.44662200', '0.05337800', '0.94662200', '0.44662200', '0.55337800', '0.25000000', '0.75000000', '0.25000000', '0.75000000']"
"['Ho', 'Ho', 'Ho', 'Ho', 'Sn', 'Sn', 'Sn', 'Sn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.12500000', '0.12500000', '0.62500000', '0.12500000', '0.62500000', '0.62500000', '0.12500000', '0.62500000', '0.25000000', '0.00000000', '0.53509000', '0.28509000', '0.53509000', '0.96491000', '0.53509000', '0.96491000', '0.96491000', '0.71491000', '0.28509000', '0.71491000', '0.28509000', '0.71491000']","['0.12500000', '0.62500000', '0.12500000', '0.12500000', '0.62500000', '0.12500000', '0.62500000', '0.62500000', '0.25000000', '0.00000000', '0.96491000', '0.71491000', '0.53509000', '0.53509000', '0.96491000', '0.96491000', '0.53509000', '0.28509000', '0.71491000', '0.28509000', '0.28509000', '0.71491000']","['0.62500000', '0.12500000', '0.12500000', '0.12500000', '0.12500000', '0.62500000', '0.62500000', '0.62500000', '0.25000000', '0.00000000', '0.53509000', '0.28509000', '0.96491000', '0.53509000', '0.96491000', '0.53509000', '0.96491000', '0.28509000', '0.71491000', '0.71491000', '0.71491000', '0.28509000']"
"['Nd', 'Nd', 'Ta', 'Ta', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.76506000', '0.23494000', '0.68626400', '0.31373600', '0.56271200', '0.56271200', '0.43728800', '0.43728800', '0.09477800', '0.09477800', '0.90522200', '0.90522200']","['0.00000000', '0.00000000', '0.50000000', '0.50000000', '0.27513600', '0.72486400', '0.72486400', '0.27513600', '0.74446100', '0.25553900', '0.25553900', '0.74446100']","['0.75000000', '0.25000000', '0.25000000', '0.75000000', '0.00731200', '0.49268800', '0.99268800', '0.50731200', '0.61090600', '0.88909400', '0.38909400', '0.11090600']"
"['Tb', 'B', 'Pd', 'Pd', 'Pd']","['0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.50000000']","['0.00000000', '0.50000000', '0.50000000', '0.50000000', '0.00000000']","['0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.50000000']"
"['Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.99644200', '0.00355800', '0.50355800', '0.49644200', '0.68772400', '0.31227600', '0.81227600', '0.18772400', '0.74547800', '0.25452200', '0.75452200', '0.24547800', '0.50129400', '0.49870600', '0.99870600', '0.00129400', '0.70679200', '0.29320800', '0.79320800', '0.20679200', '0.67491400', '0.32508600', '0.82508600', '0.17491400', '0.86111300', '0.13888700', '0.63888700', '0.36111300', '0.81777100', '0.18222900', '0.68222900', '0.31777100', '0.62564500', '0.37435500', '0.87435500', '0.12564500', '0.87149600', '0.87631900', '0.62368100', '0.37631900', '0.19535400', '0.80464600', '0.30464600', '0.69535400', '0.48770400', '0.51229600', '0.01229600', '0.98770400', '0.12650100', '0.87349900', '0.37349900', '0.62650100', '0.49654100', '0.50345900', '0.00345900', '0.99654100', '0.15028300', '0.84971700', '0.34971700', '0.65028300', '0.14505100', '0.85494900', '0.35494900', '0.64505100', '0.37149600', '0.62850400', '0.12850400', '0.12368100']","['0.18764300', '0.81235700', '0.68764300', '0.31235700', '0.00192700', '0.99807300', '0.50192700', '0.49807300', '0.25352600', '0.74647400', '0.75352600', '0.24647400', '0.29294400', '0.70705600', '0.79294400', '0.20705600', '0.00648700', '0.99351300', '0.50648700', '0.49351300', '0.13682600', '0.86317400', '0.63682600', '0.36317400', '0.18161900', '0.81838100', '0.68161900', '0.31838100', '0.37208500', '0.62791500', '0.87208500', '0.12791500', '0.32442100', '0.67557900', '0.82442100', '0.17557900', '0.12482300', '0.37387500', '0.87387500', '0.12612500', '0.49395700', '0.50604300', '0.99395700', '0.00604300', '0.30415100', '0.69584900', '0.80415100', '0.19584900', '0.00272600', '0.99727400', '0.50272600', '0.49727400', '0.12635100', '0.87364900', '0.62635100', '0.37364900', '0.14415100', '0.85584900', '0.64415100', '0.35584900', '0.34671700', '0.65328300', '0.84671700', '0.15328300', '0.37517700', '0.62482300', '0.87517700', '0.62612500']","['0.26276500', '0.26276500', '0.26276500', '0.26276500', '0.73807600', '0.73807600', '0.73807600', '0.73807600', '0.00028000', '0.00028000', '0.00028000', '0.00028000', '0.64425500', '0.64425500', '0.64425500', '0.64425500', '0.35647300', '0.35647300', '0.35647300', '0.35647300', '0.90139300', '0.90139300', '0.90139300', '0.90139300', '0.09969600', '0.09969600', '0.09969600', '0.09969600', '0.90462200', '0.90462200', '0.90462200', '0.90462200', '0.09528900', '0.09528900', '0.09528900', '0.09528900', '0.71321700', '0.29435300', '0.29435300', '0.29435300', '0.52187400', '0.52187400', '0.52187400', '0.52187400', '0.47927300', '0.47927300', '0.47927300', '0.47927300', '0.30875500', '0.30875500', '0.30875500', '0.30875500', '0.69240200', '0.69240200', '0.69240200', '0.69240200', '0.69189500', '0.69189500', '0.69189500', '0.69189500', '0.30139200', '0.30139200', '0.30139200', '0.30139200', '0.71321700', '0.71321700', '0.71321700', '0.29435300']"
"['Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nb', 'Nb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.93118600', '0.06881400', '0.00000000', '0.00000000', '0.52105300', '0.47894700', '0.50000000', '0.50000000', '0.57126200', '0.42873800', '0.84620100', '0.15379900', '0.10879700', '0.89120300', '0.43830700', '0.56169300', '0.18430600', '0.81569400', '0.43830700', '0.56169300', '0.81569400', '0.18430600']","['0.47894700', '0.52105300', '0.00000000', '0.00000000', '0.06881400', '0.93118600', '0.50000000', '0.50000000', '0.57126200', '0.42873800', '0.10879700', '0.89120300', '0.84620100', '0.15379900', '0.18430600', '0.81569400', '0.43830700', '0.56169300', '0.18430600', '0.81569400', '0.56169300', '0.43830700']","['0.75000000', '0.25000000', '0.50000000', '0.00000000', '0.25000000', '0.75000000', '0.00000000', '0.50000000', '0.75000000', '0.25000000', '0.75000000', '0.25000000', '0.75000000', '0.25000000', '0.96517900', '0.46517900', '0.96517900', '0.46517900', '0.53482100', '0.03482100', '0.03482100', '0.53482100']"
"['Ho', 'B', 'Rh', 'Rh', 'Rh']","['0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.50000000']","['0.00000000', '0.50000000', '0.50000000', '0.50000000', '0.00000000']","['0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.50000000']"
"['Ni', 'Ni', 'Ge', 'Ge', 'Pd', 'Pd']","['0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000']","['0.50000000', '0.00000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000']","['0.00000000', '0.00000000', '0.24521700', '0.75478300', '0.63941400', '0.36058600']"
"['Ce', 'Ce', 'Ce', 'Ce', 'Mg', 'Mg', 'Mg', 'Mg', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si']","['0.82814800', '0.07814800', '0.92185200', '0.67185200', '0.24992100', '0.50007900', '0.75007900', '0.99992100', '0.20169700', '0.29830300', '0.45169700', '0.54830300', '0.13925300', '0.38925300', '0.61074700', '0.36074700']","['0.32814800', '0.07814800', '0.92185200', '0.17185200', '0.24992100', '0.00007900', '0.75007900', '0.49992100', '0.70169700', '0.79830300', '0.45169700', '0.54830300', '0.63925300', '0.38925300', '0.61074700', '0.86074700']","['0.50000000', '0.00000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.50000000', '0.50000000', '0.00000000', '0.00000000', '0.50000000', '0.00000000', '0.00000000', '0.50000000']"
"['Zn', 'Zn', 'P', 'P', 'S', 'S', 'S', 'S', 'S', 'S']","['0.33304100', '0.66695900', '0.94927500', '0.05072500', '0.92602500', '0.40289100', '0.74503100', '0.25496900', '0.07397500', '0.59710900']","['0.66695900', '0.33304100', '0.94927500', '0.05072500', '0.59710900', '0.07397500', '0.74503100', '0.25496900', '0.40289100', '0.92602500']","['0.00000000', '0.00000000', '0.15301700', '0.84698300', '0.22380100', '0.77619900', '0.77640300', '0.22359700', '0.77619900', '0.22380100']"
"['Ba', 'Ba', 'Ba', 'Ba', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.28432500', '0.78432500', '0.71567500', '0.21567500', '0.64489200', '0.14489200', '0.35510800', '0.85510800', '0.35510800', '0.85510800', '0.64489200', '0.14489200', '0.85111600', '0.35111600', '0.14888400', '0.64888400', '0.14888400', '0.64888400', '0.85111600', '0.35111600', '0.76444100', '0.26444100', '0.23555900', '0.73555900', '0.05785600', '0.55785600', '0.94214400', '0.44214400', '0.26444100', '0.76444100', '0.73555900', '0.23555900']","['0.75000000', '0.25000000', '0.25000000', '0.75000000', '0.04778300', '0.95221700', '0.54778300', '0.45221700', '0.95221700', '0.04778300', '0.45221700', '0.54778300', '0.05118700', '0.94881300', '0.55118700', '0.44881300', '0.94881300', '0.05118700', '0.44881300', '0.55118700', '0.96207100', '0.03792900', '0.46207100', '0.53792900', '0.75000000', '0.25000000', '0.25000000', '0.75000000', '0.46207100', '0.53792900', '0.96207100', '0.03792900']","['0.04409500', '0.45590500', '0.95590500', '0.54409500', '0.68367400', '0.81632600', '0.31632600', '0.18367400', '0.31632600', '0.18367400', '0.68367400', '0.81632600', '0.78126000', '0.71874000', '0.21874000', '0.28126000', '0.21874000', '0.28126000', '0.78126000', '0.71874000', '0.58655700', '0.91344300', '0.41344300', '0.08655700', '0.83794300', '0.66205700', '0.16205700', '0.33794300', '0.91344300', '0.58655700', '0.08655700', '0.41344300']"
"['K', 'K', 'K', 'K', 'Ag', 'Ag', 'Ag', 'Ag', 'O', 'O', 'O', 'O']","['0.50000000', '0.50000000', '0.82178000', '0.17822000', '0.14765600', '0.14765600', '0.85234400', '0.85234400', '0.29422500', '0.00000000', '0.00000000', '0.70577500']","['0.17822000', '0.82178000', '0.50000000', '0.50000000', '0.14765600', '0.85234400', '0.85234400', '0.14765600', '0.00000000', '0.70577500', '0.29422500', '0.00000000']","['0.67822000', '0.32178000', '0.32178000', '0.67822000', '0.29531200', '0.00000000', '0.70468800', '0.00000000', '0.29422500', '0.70577500', '0.29422500', '0.70577500']"
"['Li', 'Al', 'Si']","['0.50000000', '0.00000000', '0.75000000']","['0.50000000', '0.00000000', '0.75000000']","['0.50000000', '0.00000000', '0.75000000']"
"['Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.27845700', '0.77845700', '0.72154300', '0.22154300', '0.25591900', '0.75591900', '0.74408100', '0.24408100', '0.80474900', '0.30474900', '0.19525100', '0.69525100', '0.69477800', '0.19477800', '0.30522200', '0.80522200', '0.68573300', '0.18573300', '0.31426700', '0.81426700', '0.75222600', '0.25222600', '0.24777400', '0.74777400', '0.64338500', '0.14338500', '0.35661500', '0.85661500', '0.53260500', '0.03260500', '0.46739500', '0.96739500', '0.84324700', '0.34324700', '0.15675300', '0.70887800', '0.65675300', '0.19032500', '0.30967500', '0.80967500', '0.44185200', '0.94185200', '0.55814800', '0.05814800', '0.10633500', '0.60633500', '0.89366500', '0.39366500', '0.20085200', '0.70085200', '0.79914800', '0.29914800', '0.65443900', '0.15443900', '0.34556100', '0.84556100', '0.98779600', '0.48779600', '0.01220400', '0.51220400', '0.79112200', '0.29112200', '0.20887800', '0.69032500']","['0.13272100', '0.36727900', '0.86727900', '0.63272100', '0.94633800', '0.55366200', '0.05366200', '0.44633800', '0.03060300', '0.46939700', '0.96939700', '0.53060300', '0.23157100', '0.26842900', '0.76842900', '0.73157100', '0.82683600', '0.67316400', '0.17316400', '0.32683600', '0.21189100', '0.28810900', '0.78810900', '0.71189100', '0.37756500', '0.12243500', '0.62243500', '0.87756500', '0.13186300', '0.36813700', '0.86813700', '0.63186300', '0.18284400', '0.31715600', '0.81715600', '0.67313900', '0.68284400', '0.63677800', '0.13677800', '0.36322200', '0.54901400', '0.95098600', '0.45098600', '0.04901400', '0.51986300', '0.98013700', '0.48013700', '0.01986300', '0.78077100', '0.71922900', '0.21922900', '0.28077100', '0.39508900', '0.10491100', '0.60491100', '0.89508900', '0.37176700', '0.12823300', '0.62823300', '0.87176700', '0.17313900', '0.32686100', '0.82686100', '0.86322200']","['0.35890900', '0.64109100', '0.64109100', '0.35890900', '0.15054900', '0.84945100', '0.84945100', '0.15054900', '0.23649900', '0.76350100', '0.76350100', '0.23649900', '0.41259700', '0.58740300', '0.58740300', '0.41259700', '0.07275900', '0.92724100', '0.92724100', '0.07275900', '0.52991200', '0.47008800', '0.47008800', '0.52991200', '0.37469400', '0.62530600', '0.62530600', '0.37469400', '0.40476000', '0.59524000', '0.59524000', '0.40476000', '0.34048800', '0.65951200', '0.65951200', '0.09625200', '0.34048800', '0.04938600', '0.04938600', '0.95061400', '0.23008200', '0.76991800', '0.76991800', '0.23008200', '0.25577700', '0.74422300', '0.74422300', '0.25577700', '0.25516300', '0.74483700', '0.74483700', '0.25516300', '0.12545600', '0.87454400', '0.87454400', '0.12545600', '0.12216200', '0.87783800', '0.87783800', '0.12216200', '0.09625200', '0.90374800', '0.90374800', '0.95061400']"
"['Tb', 'Ni', 'C', 'C']","['0.99989100', '0.38836600', '0.85167600', '0.54806600']","['0.00010900', '0.61163400', '0.45193400', '0.14832400']","['0.00000000', '0.50000000', '0.50000000', '0.50000000']"
"['Cd', 'Cd', 'Ge', 'Ge', 'P', 'P', 'P', 'P']","['0.00000000', '0.75000000', '0.25000000', '0.50000000', '0.59237300', '0.37500000', '0.15762700', '0.87500000']","['0.00000000', '0.25000000', '0.75000000', '0.50000000', '0.62500000', '0.84237300', '0.12500000', '0.40762700']","['0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.46737300', '0.96737300', '0.53262700', '0.03262700']"
"['U', 'U', 'S', 'S', 'O', 'O']","['0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.00000000', '0.50000000']","['0.50000000', '0.00000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000']","['0.79945400', '0.20054600', '0.63401300', '0.36598700', '0.00000000', '0.00000000']"
"['Er', 'Er', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Ge', 'Ge', 'Ge', 'Ge']","['0.50000000', '0.00000000', '0.40777400', '0.85573200', '0.64426800', '0.35573200', '0.90777400', '0.14426800', '0.59222600', '0.09222600', '0.21496700', '0.71496700', '0.78503300', '0.28503300']","['0.50000000', '0.00000000', '0.85573200', '0.40777400', '0.90777400', '0.09222600', '0.64426800', '0.59222600', '0.14426800', '0.35573200', '0.78503300', '0.71496700', '0.21496700', '0.28503300']","['0.00000000', '0.50000000', '0.50000000', '0.50000000', '0.00000000', '0.00000000', '0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000']"
"['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Be', 'Be', 'Be', 'Be', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","['0.34298400', '0.84298400', '0.65701600', '0.15701600', '0.48650000', '0.98650000', '0.51350000', '0.01350000', '0.30292500', '0.69707500', '0.19707500', '0.80292500', '0.81845400', '0.31845400', '0.18154600', '0.68154600', '0.92992800', '0.57007200', '0.42992800', '0.07007200', '0.89303900', '0.39303900', '0.10696100', '0.60696100', '0.69507800', '0.19507800', '0.30492200', '0.80492200']","['0.41126300', '0.58873700', '0.58873700', '0.41126300', '0.14437200', '0.85562800', '0.85562800', '0.14437200', '0.75395900', '0.24604100', '0.75395900', '0.24604100', '0.48414400', '0.51585600', '0.51585600', '0.48414400', '0.21228400', '0.21228400', '0.78771600', '0.78771600', '0.32331800', '0.67668200', '0.67668200', '0.32331800', '0.98423400', '0.01576600', '0.01576600', '0.98423400']","['0.37471100', '0.12528900', '0.62528900', '0.87471100', '0.13673300', '0.36326700', '0.86326700', '0.63673300', '0.53814400', '0.46185600', '0.03814400', '0.96185600', '0.43192100', '0.06807900', '0.56807900', '0.93192100', '0.10149600', '0.60149600', '0.39850400', '0.89850400', '0.79311400', '0.70688600', '0.20688600', '0.29311400', '0.02034400', '0.47965600', '0.97965600', '0.52034400']"
